ccode,year,eventid,id,countryname,etype,startdate,enddate,stday,stmo,styr,eday,emo,eyr,duration,actor1,actor1id,actor1coherent,actor2,actor2id,actor2coherent,actor3,actor3id,actor3coherent,target1,target1id,target1coherent,target2,target2id,target2coherent,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,acd_questionable,notes,escalation,latitude,longitude,geo_comments,location_precision
41,2000,410544,544,Haiti,9,7/2/00,7/2/00,2,7,2000,2,7,2000,1,Opposition party supporters,41.04,0,,,,,,,Aristide supporters,41.04.100,0,,,,0,0,-99,2,0,Ile-a-Vache,Ile-a-Vache,1,3,3,1,,,Opposition supporters demanding a new vote killed two Aristide supporters with machetes and three houses were burned down.,Both,0,,0,18,-74,,
41,2000,410545,545,Haiti,9,7/6/00,7/6/00,6,7,2000,6,7,2000,1,Losing mayoral candidate Georges Simon supporters,41.04.302,0,,,,,,,Mayor-elect Necuel Belcombe,41.02.206,1,Community radio station,41.06,0,0,0,-99,0,0,Anse-d'Hainault,Anse-d'Hainault,1,3,3,1,,,Supporters of losing mayor Georges Simon ransacked a community radio station and the home of its owner and also set fire to the house of Mayor-elect Belcombe and wounded 12 people.,AP,0,"Coded as an etype 9 because target of violence was Mayor-elect, not a currently serving Mayor",0,18,-74,,
41,2000,410546,546,Haiti,2,7/9/00,7/9/00,9,7,2000,9,7,2000,1,Unidentified people,41.15,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Gonaives,Gonaives,1,2,2,1,,,Unidentified people erected barricades made of flaming tires to protest the election.,Both,0,Event also occurred in 2 unspecified northern towns,0,19,-73,,
41,2000,410547,547,Haiti,4,7/9/00,7/9/00,9,7,2000,9,7,2000,1,Unknown,41.17,0,,,,,,,Electoral materials,41.01,0,,,,0,0,-99,0,1,Dauphine,Dauphine,1,3,3,1,,,Electoral materials were burned.,AFP,0,"Very little information; also, coded as a 1 for repress because article says that a number of arrests were made, but it is unclear if arrests were connected to this event",0,19,-72,,
41,2000,410548,548,Haiti,3,7/9/00,7/9/00,9,7,2000,9,7,2000,1,Armed men,41.18,0,,,,,,,Polling booth,41.01,0,,,,0,0,2,0,0,Roche Plate,Roche Plate,1,3,3,1,,,About 20 armed men raided a polling booth.,AFP,0,Very little information,0,19,-72,,
41,2000,410549,549,Haiti,1,7/15/00,7/15/00,15,7,2000,15,7,2000,1,Democratic Convergence group,41.04.317,1,,,,,,,Government,41.01,0,,,,1,0,4,0,0,Petit Goave,Petit Goave,1,3,3,1,,,"More than 1,000 people gathered on a soccer field to protest the election.",Both,0,,0,18,-73,,
41,2000,410550,550,Haiti,9,7/19/00,7/19/00,19,7,2000,19,7,2000,1,Unidentified gunmen,41.18,0,,,,,,,Local electoral official Carl Henry Emilicar,41.01.131,1,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"A local electoral official, Carl Henry Emilicar, was wounded by unidentified gunmen who fired on him as he rode in his car.",Both,0,,0,19,-72,,
41,2000,410551,551,Haiti,1,7/20/00,7/20/00,20,7,2000,20,7,2000,1,Christian Movement for the Renewal of Haiti,41.12.752,1,,,,,,,Government,41.01,0,,,,1,0,4,0,0,Gonaives,Gonaives,1,2,2,1,,,About a thousand people demonstrated to demand that the government scrap disputed election results.,Both,0,,0,19,-73,,
41,2000,410552,552,Haiti,9,7/27/00,7/27/00,27,7,2000,27,7,2000,1,Unknown attackers,41.18,0,,,,,,,Canadian Ambassador Gilles Bernier,-20,1,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"A grenade was thrown into Canada's ambassador to Haiti's home, damaging his car.",Both,0,Coded as an issue1 8 because Canada participated in the UN-OAS mission in Haiti,0,19,-72,,
41,2000,410553,553,Haiti,9,8/1/00,8/1/00,1,8,2000,1,8,2000,1,Armed villagers,41.18,0,,,,,,,Sailors,41.07,0,,,,0,0,1,0,0,Off the coast of Southwest Haiti,Off the coast of southwest Haiti,1,6,6,13,,,"Armed villagers attacked a boat off the coast of Haiti, mistaking them for Columbian drug smugglers.",AP,0,,0,18,-74,Location estimated.,no
41,2000,410554,554,Haiti,9,8/8/00,8/8/00,8,8,2000,8,8,2000,1,Unknown attackers,41.18,0,,,,,,,International Civilian Mission in Haiti member,41.14,0,,,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,A member of the International Civilian Mission in Haiti (MICIVIH) was shot in the head and killed.,Both,0,,0,19,-72,,
41,2000,410555,555,Haiti,9,8/12/00,8/12/00,12,8,2000,12,8,2000,1,Attackers,41.18,0,,,,,,,EU agriculture consultant Pierre-Yves Baulain,41.14.851,1,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Attacker threw a Molotov cocktail at the home of EU agriculture consultant Pierre-Yves Baulain; the explosion did not cause any damage.,AP,0,,0,19,-72,,
41,2000,410556,556,Haiti,1,9/18/00,9/18/00,18,9,2000,18,9,2000,1,Papaye Peasants' Movement,41.13.818,1,,,,,,,Government,41.01,0,,,,1,0,4,0,0,Papaye and Hinche,Papaye,1,5,5,10,,,"About 5,000 protesters marched to demand the resignation of the legislature.",AP,0,,0,19,-72,,
41,2000,410557,557,Haiti,1,9/20/00,9/20/00,20,9,2000,20,9,2000,1,Christian Movement for a New Haiti,41.12.751,1,,,,,,,Government,41.01,0,,,,1,0,4,0,0,Gonaives,Gonaives,1,2,2,1,,,"About 1,000 people demonstrated, calling for the nullification of recent elections and the resignation of the government.",AP,0,,0,19,-73,,
41,2000,410558,558,Haiti,2,10/2/00,10/2/00,2,10,2000,2,10,2000,1,Pro-Aristide demonstrators,41.04.100,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Unknown,Unknown,1,-99,-99,14,,,"At a pro-Aristide demonstration, supporters attacked a police chief who had tried to disarm a protest leader.",AP,0,Very little information,4,19,-72,UNKNOWN,no
41,2000,410559,559,Haiti,6,10/3/00,10/3/00,3,10,2000,3,10,2000,1,Radio Haiti Inter,41.06.509,1,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Radio Haiti Inter suspended its broadcasts for 24 hours to protest the slow pace of the investigation into the murder of former director Jean Dominique.,AFP,0,,0,19,-72,,
41,2000,410560,560,Haiti,9,10/17/00,10/17/00,17,10,2000,17,10,2000,1,Unknown attackers,41.18,0,,,,,,,Haitian electoral official Carlo Dupiton,41.01.121,1,,,,0,0,-99,0,0,Unknown,Unknown,1,-99,-99,1,,,"A hand-grenade was thrown at the home of senior Haitian electoral official Carlo Dupiton, causing slight damage to the building.",AFP,0,,0,19,-72,UNKNOWN,no
41,2000,410561,561,Haiti,9,11/2/00,11/2/00,2,11,2000,2,11,2000,1,Lavalas Family partisans,41.04.301,0,,,,,,,Papaye Peasants' Movement,41.13.818,1,,,,0,0,-99,0,0,Hinche,Hinche,1,3,3,13,,,"Self-proclaimed Lavalas Family partisans opened fire on a meeting of the Papaye Peasants' Movement, injuring several people.",AP,0,,0,19,-72,,
41,2000,410562,562,Haiti,4,11/4/00,11/4/00,4,11,2000,4,11,2000,1,Men,41.15,0,,,,,,,Americans,41.14,0,,,,0,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Two Americans were injured when a group of five men threw rocks at them and shot at their car.,AP,0,,0,19,-72,,
41,2000,410563,563,Haiti,9,11/10/00,11/10/00,10,11,2000,10,11,2000,1,Attackers,41.18,0,,,,,,,Electoral council buildings,41.01.111-1,1,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,Molotov cocktails were tossed at elections council buildings around Port-Au-Prince.,AP,0,Very little information,0,19,-72,,
41,2000,410564,564,Haiti,9,11/14/00,11/14/00,14,11,2000,14,11,2000,1,Gunmen,41.18,0,,,,,,,Random passerby,41.15,0,,,,0,0,-99,3,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"Gunmen drove a pickup truck through Port-Au-Prince, spraying bullets that killed three people and wounded seven.",AP,0,Very little information,0,19,-72,,
41,2000,410565,565,Haiti,9,11/16/00,11/16/00,16,11,2000,16,11,2000,1,Gunmen,41.18,0,,,,,,,United Nations vehicle,41.14.015-6,1,,,,0,0,1,0,0,Gonaives,Gonaives,1,2,2,8,,,Gunmen on a motorcycle riddled a parked and empty U.N. vehicle with bullets.,AP,0,Coded as an issue1 8 because U.N. vehicle was target of shooting,0,19,-73,,
41,2000,410566,566,Haiti,9,11/22/00,11/22/00,22,11,2000,22,11,2000,1,Attackers,41.18,0,,,,,,,Random targets around Port-Au-Prince and Petionville,41.16,0,,,,0,0,-99,1,0,Port-Au-Prince and Petionville,Port-Au-Prince,1,4,4,1,,,"Several spots in Port-Au-Prince as well as 3 spots in Petionville were hit by homemade bombs, killing one and injuring at least 14 others.",Both,0,,0,19,-72,,
41,2000,410567,567,Haiti,2,11/22/00,11/22/00,22,11,2000,22,11,2000,1,Pro-Aristide protesters,41.04.100,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,10,,Protesters set up flaming barricades and carried the blood-soaked body of a bombing attack victim on a march to the local morgue to protest pre-election violence.,AP,0,,0,19,-72,,
41,2000,410568,568,Haiti,9,11/23/00,11/23/00,23,11,2000,23,11,2000,1,Attackers,41.18,0,,,,,,,Random targets around Carrefour,41.16,0,,,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"Two bombs exploded, killing a 7-year old girl and injuring two other people.",Both,0,,0,19,-72,,
41,2000,410569,569,Haiti,2,11/23/00,11/23/00,23,11,2000,23,11,2000,1,Protesters,41.15,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,10,,Protesters enraged by the death of a 7-year old girl killed in the November 23 bomb attack set up flaming tire barricades to block Carrefour Road.,AP,0,,0,19,-72,,
41,2000,410570,570,Haiti,9,11/26/00,11/26/00,26,11,2000,26,11,2000,1,Attackers,41.18,0,,,,,,,Voters,41.15,0,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"A homemade bomb exploded, injuring one person; attack occurred on first day of election voting.",Both,0,,0,19,-72,,
41,2000,410571,571,Haiti,9,11/26/00,11/26/00,26,11,2000,26,11,2000,1,Attackers,41.18,0,,,,,,,Electoral office,41.01,0,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"A bomb went off outside an electoral office, but no one was injured.",AP,0,,0,19,-72,,
41,2001,410572,572,Haiti,9,1/19/01,1/19/01,19,1,2001,19,1,2001,1,Attackers,41.18,0,,,,,,,Random targets around Port-Au-Prince and Petionville,41.16,0,,,,0,0,-99,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"Four bombs went off in Port-Au-Prince, injuring two people; police arrested one man in connection with bombings.",AP,0,,0,19,-72,,
41,2001,410573,573,Haiti,6,2/3/01,2/5/01,3,2,2001,5,2,2001,3,Radio Haiti Inter,41.06.509,1,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Employees at Radio Haiti Inter staged a strike to call for an investigation into the murder of late radio director Jean Dominique.,AFP,0,,0,19,-72,,
41,2001,410574,574,Haiti,2,2/5/01,2/5/01,5,2,2001,5,2,2001,1,Opposition demonstrators,41.04,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,An opposition protest was held.,AFP,0,Very little information,0,19,-72,,
41,2001,410575,575,Haiti,2,2/5/01,2/5/01,5,2,2001,5,2,2001,1,Pro-Aristide demonstrators,41.04.100,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,A pro-Aristide demonstration was held.,AFP,0,Very little information,0,19,-72,,
41,2001,410576,576,Haiti,6,2/6/01,2/7/01,6,2,2001,7,2,2001,2,Unions,41.07,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Unions called a two-day strike to protest against Aristide's ruling party.,AFP,0,Very little information,0,19,-72,,
41,2001,410577,577,Haiti,6,2/16/01,2/16/01,16,2,2001,16,2,2001,1,Senators,41.01,0,,,,,,,Government,41.01,0,,,,1,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Five senators aligned with President Aristide staged a work stoppage in a move aimed at bringing political reconciliation.,AP,0,,0,19,-72,,
41,2001,410578,578,Haiti,2,3/14/01,3/14/01,14,3,2001,14,3,2001,1,Anti-Aristide demonstrators,41.04,0,,,,,,,Organization of American States,41.14.855,1,Government,41.01,0,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,Aristide supporters disrupted a peaceful opposition demonstration in front of OAS headquarters.,AP,0,Coded as OAS and government targets because demonstration occurred in front of OAS headquarters and protesters were opposition supporters; also coded as an escalation to an etype 4 but the article is vague about what the Aristide supporters did,4,19,-72,,
41,2001,410579,579,Haiti,2,3/15/01,3/15/01,15,3,2001,15,3,2001,1,Former soldiers,41.03,0,,,,,,,Government,41.01,0,,,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"About 1,000 former soldiers marched demanding an end to Aristide's allegedly dictatorial power and in support of opposition leader Gerard Gourgue.",AP,0,"Event date not specified, middle of month coded as start and end date",0,19,-72,,
41,2001,410580,580,Haiti,2,3/17/01,3/17/01,17,3,2001,17,3,2001,1,Anti-Aristide protesters,41.04,0,,,,,,,Government,41.01,0,,,,1,0,-99,1,0,St. Marc,St. Marc,1,2,2,10,,,"A demonstration targeting Aristide's  Lavalas party was broken up by Lavalas militants, who shot and killed a protester.",AFP,0,Very little information,9,19,-73,,
41,2001,410581,581,Haiti,9,3/19/01,3/19/01,19,3,2001,19,3,2001,1,Aristide supporters,41.04.100,0,,,,,,,Aristide opponents,41.04,0,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,Two people were injured by gunshots in fighting between supporters and opponents of Aristide.,AFP,0,Not clear which actor was firing gunshots; Aristide supporters coded as actor and opponents coded as target,0,19,-72,,
41,2001,410582,582,Haiti,3,3/19/01,3/19/01,19,3,2001,19,3,2001,1,Pro-Aristide neighborhood groups,41.04.100,0,,,,,,,Aristide opponent Gerard Gourgue,41.04.304,1,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Pro-Aristide groups rioted against an Aristide opponent.,Both,0,,0,19,-72,,
41,2001,410583,583,Haiti,9,3/20/01,3/20/01,20,3,2001,20,3,2001,1,Aristide supporters,41.04.100,0,,,,,,,Organization of the People in Struggle,41.04.329,1,,,,0,0,3,1,2,Port-Au-Prince,Port-Au-Prince,1,1,1,10,11,,"200 Aristide supporters opened fire on the office of the Organization of the People in Struggle and threw firebombs at the building and fired at a school, demanding the arrest of Gerard Gourgue, and one was shot and killed by police.",Both,0,"Difficult to determine if this event is separate from other Aristide supporter violence during same period; also, coded as a 1 for repression because person who was killed was shot by a security guard, not a member of state security forces",0,19,-72,,
41,2001,410584,584,Haiti,9,3/20/01,3/20/01,20,3,2001,20,3,2001,1,Pro-Aristide militants,41.05.100,0,,,,,,,Aristide opponents,41.04,0,,,,0,0,-99,1,0,Unknown,Unknown,1,-99,-99,10,,,"Pro-Aristide militants attacked Aristide opponents, killing one.",AP,0,Very little information,0,19,-72,UNKNOWN,no
41,2001,410586,586,Haiti,9,3/20/01,3/20/01,20,3,2001,20,3,2001,1,Unidentified attackers,41.18,0,,,,,,,Mother of opposition politician,41.15,0,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"Unidentified attackers threw a fire bomb into the courtyard of the home of Hedwig Gaillard, the mother of a prominent opposition politician.",AP,0,,0,19,-72,,
41,2001,410587,587,Haiti,2,3/21/01,3/21/01,21,3,2001,21,3,2001,1,Aristide supporters,41.04.100,0,,,,,,,Aristide opponent Gerard Gourgue,41.04.304,1,,,,0,0,-99,0,0,Les Cayes,Les Cayes,1,3,3,10,,,Armed Aristide supporters marched to demand the arrest of leading opposition figure Gerard Gourgue.,AP,0,,0,18,-74,,
41,2001,410588,588,Haiti,2,3/21/01,3/21/01,21,3,2001,21,3,2001,1,Aristide supporters,41.04.100,0,,,,,,,Aristide opponent Gerard Gourgue,41.04.304,1,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,11,,Aristide supporters held a demonstration.,AP,0,Not clear if this is a separate protest or part of earlier demonstrations,0,19,-72,,
41,2001,410590,590,Haiti,4,3/22/01,3/22/01,22,3,2001,22,3,2001,1,Aristide supporters,41.04.100,0,,,,,,,Opposition leader's house,41.04,0,,,,0,0,-99,0,0,Gonaives,Gonaives,1,2,2,11,,,An opposition leader's house was stoned.,AP,0,Very little information,0,19,-73,,
41,2001,410591,591,Haiti,2,3/23/01,3/23/01,23,3,2001,23,3,2001,1,Pro-Aristide demonstrators,41.04.100,0,,,,,,,Aristide opponents,41.04,0,,,,0,0,-99,0,0,Leogane,Leogane,1,3,3,10,11,,"Pro-Aristide militants set tires on fire and blocked access to Leogane, demanding that opposition leader Gourgue be arrested.",AP,0,Very little information,0,19,-73,,
41,2001,410592,592,Haiti,9,3/23/01,3/23/01,23,3,2001,23,3,2001,1,Unidentified gunmen,41.18,0,,,,,,,New York missionary Maureen Nielson,41.14.854,1,,,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Gunmen killed New York missionary Maureen Nielson after she left a Port-au-Prince bank.,AP,0,Event could have been crime-related but article does not specify,0,19,-72,,
41,2001,410593,593,Haiti,2,3/25/01,3/25/01,25,3,2001,25,3,2001,1,Opposition marchers,41.04,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,1,Petit Goave,Petit Goave,1,3,3,10,,,"An opposition march was held, and city hall security guards in opened fire on opposition marchers, wounding five.",AP,0,Coded as a 1 for repression because city hall guards that opened fire were hired by mayor of Petit Goave,0,18,-73,,
41,2001,410594,594,Haiti,2,4/2/01,4/2/01,2,4,2001,2,4,2001,1,Aristide supporters,41.04.100,0,,,,,,,Government,41.01,0,Opposition,41.04,0,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Aristide supporters blocked traffic with flaming tire barricades, demanding new talks between the government and the opposition.",AP,0,,0,19,-72,,
41,2001,410595,595,Haiti,9,4/3/01,4/3/01,3,4,2001,3,4,2001,1,Unidentified gunmen,41.18,0,,,,,,,U.S. citizen Alejandro Morales,41.14.859,1,,,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Gunmen shot and killed U.S. citizen Alejandro Morales.,AP,0,Port-Au-Prince coded as location because article says that event occurred on a highway near the capital; exact location not specified,0,19,-72,,
41,2001,410596,596,Haiti,9,4/5/01,4/5/01,5,4,2001,5,4,2001,1,Kidnappers,41.18,0,,,,,,,American businessman Marc Ashton,41.0814.601,1,,,,0,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"At least five kidnappers abducted American businessman Marc Ashton, but he managed to escape a few hours later.",AP,0,,0,19,-72,,
41,2001,410597,597,Haiti,4,4/20/01,4/20/01,20,4,2001,20,4,2001,1,Armed people,41.18,0,,,,,,,Radio Vision Nouvelle and Radio Lumiere compound,41.06.511,1,,,,0,0,3,6,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Hundreds of people armed with weapons attacked the compound used by Radio Vision Nouvelle and Radio Lumiere, killing a security guard and making off with over $200,000 in looted equipment and five others were killed.",Both,0,Not clear if initial attack was politically motivated,9,19,-72,,
41,2001,410598,598,Haiti,2,5/15/01,5/15/01,15,5,2001,15,5,2001,1,Former soldiers,41.03,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Unknown,Unknown,1,-99,-99,10,,,Former soldiers and supporters of the 1991-94 army coup demonstrated against Aristide and in support of opposition leader Gerard Gourgue.,AP,0,"Event date not specified, middle of month coded as start and end date",0,19,-72,UNKNOWN,no
41,2001,410599,599,Haiti,9,5/21/01,5/21/01,21,5,2001,21,5,2001,1,Aristide supporters,41.04.100,0,Coup supporters,41.15,0,,,,Aristide opponents,41.04,0,,,,0,0,-99,0,1,Les Cayes,Les Cayes,1,3,3,10,,,"There was a shootout at a meeting of Haitian opposition leaders; Aristide supporters arrived at the meeting and somehow shooting began, leaving three of the president's supporters injured.",AP,0,"Unclear who fired first or why, so cautiously coded as an etype 9 rather than an 8 or a 7",0,18,-74,,
41,2001,410600,600,Haiti,3,6/15/01,6/15/01,15,6,2001,15,6,2001,1,Popular Organizations,41.15,0,committee,41.01,0,,,,Judge Claudy Gassant,41.01.125,1,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Members of the group Popular Organizations, supportive of a senator suspected in the case of slain Haitian journalist Jean Dominique, threw stones and ignited tires to protest against the judge who was heading the case.",AFP,0,Protests happened in two unspecified districts in Port-Au-Prince,0,19,-72,,
41,2001,410601,601,Haiti,8,7/28/01,7/28/01,28,7,2001,28,7,2001,1,Men in camouflage uniforms,41.18,0,,,,,,,Police academy,41.03,0,Jail,41.03,0,1,1,1,4,1,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Six men wearing camouflage uniforms with assault rifles stormed a police academy and a jail, demanding loyalty to the disbanded Haitian army; four policemen were killed and police arrested 41.",Both,0,"Up to six people arrested in connection with the attack were police officers, but it is unclear if they were involved",0,19,-72,,
41,2001,410602,602,Haiti,8,7/28/01,7/28/01,28,7,2001,28,7,2001,1,Unidentified gunmen,41.18,0,,,,,,,Police station,41.03,0,,,,1,1,-99,1,0,Mirebalais,Mirebalais,1,3,3,14,,,"Unidentified gunmen attacked a police station, killing one officer and kidnapping three; 41 people were arrested in connection with the attack.",Both,0,"Up to six people arrested in connection with the attack were police officers, but it is unclear if they were involved",0,19,-72,,
41,2001,410603,603,Haiti,3,7/28/01,7/28/01,28,7,2001,28,7,2001,1,Pro-Aristide groups,41.01.100,0,,,,,,,Aristide opponents,41.04,0,,,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Groups of young sympathizers of Aristide's ruling Lavalas party set tires ablaze and blocked streets.,Both,0,Very little information,0,19,-72,,
41,2001,410604,604,Haiti,8,7/30/01,7/30/01,30,7,2001,30,7,2001,1,Former soldier Wilner Jean-Louis,41.03.258,1,,,,,,,Police,41.03,0,,,,1,1,-99,1,0,Unknown,Unknown,1,-99,-99,14,,,Police shot and killed former soldier and opposition sympathizer Wilner Jean-Louis in an exchange of gunfire.,AP,0,"Not clear if police or former soldier fired first, coded as an etype 8 with lethal repression",0,19,-72,UNKNOWN,no
41,2001,410605,605,Haiti,4,8/29/01,8/29/01,29,8,2001,29,8,2001,1,Aristide supporters,41.04.100,0,,,,,,,Opposition supporters,41.04,0,,,,0,0,2,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Aristide supporters attacked opposition protesters; each side threw rocks at each other and one person was injured and five people were detained.,AP,0,,0,19,-72,,
41,2001,410606,606,Haiti,1,8/29/01,8/29/01,29,8,2001,29,8,2001,1,Convergence opposition alliance,41.04.316,1,,,,,,,Government,41.01,0,,,,1,0,3,0,0,Petit Goave,Petit Goave,1,3,3,10,,,About 100 opposition partisans marched.,AP,0,,0,18,-73,,
41,2001,410607,607,Haiti,1,10/1/01,10/1/01,1,10,2001,1,10,2001,1,Victims and relatives of 1991 coup,41.15,0,,,,,,,Government,41.01,0,,,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"About 100 victims and relatives of the 1991 coup demonstrated to call for justice for the victims, trial of the guilty and the official dissolution of the army.",AFP,0,,0,19,-72,,
41,2001,410609,609,Haiti,9,11/2/01,11/2/01,2,11,2001,2,11,2001,1,Gunmen,41.18,0,,,,,,,Alleged extortionists,41.11,0,Residents,41.15,0,0,0,-99,3,1,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Gunmen looking for two extortionists fired on residents and tossed homemade firebombs, burning more than 1,000 homes and leaving three dead and 17 wounded, and five suspects were detained.",AP,0,,0,19,-72,,
41,2001,410610,610,Haiti,2,11/2/01,11/2/01,2,11,2001,2,11,2001,1,Residents,41.15,0,,,,,,,Government,41.01,0,,,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,About 100 residents demonstrated to protest what they said was the inability of President Aristide's government to guarantee their safety.,Both,0,,0,19,-72,,
41,2001,410611,611,Haiti,2,11/8/01,11/9/01,8,11,2001,9,11,2001,2,Mob,41.18,0,,,,,,,Alleged thief,41.11,0,,,,0,0,-99,1,0,Leogane,Leogane,1,3,3,13,,,"A mob kept a vigil around police headquarters after a criminal was transferred to Leogane, blocked the highway and demanded that police surrender the prisoner; the mob stormed the police station and killed one.",AP,0,,4,19,-73,,
41,2001,410612,612,Haiti,1,11/12/01,11/12/01,12,11,2001,12,11,2001,1,Convergence opposition alliance,41.04.316,1,,,,,,,Government,41.01,0,,,,1,0,2,0,0,Petit Goave and Gonaives,Petit Goave,1,4,4,10,,,Small Convergence-led demonstrations were held in Petit-Goave and Gonaives.,AP,0,Very little information; number of participants approximated and start and end date approximated,0,19,-73,,
41,2001,410613,613,Haiti,9,11/14/01,11/14/01,14,11,2001,14,11,2001,1,Convergence opposition partisans,41.04.316,1,,,,,,,Lavalas Party member Joseph Zeus Duverge,41.04.339,1,,,,0,0,-99,1,0,Petit Goave,Petit Goave,1,3,3,10,,,Opposition partisans took a machete to a Lavalas Party member Joseph Zeus Duverge.,AP,0,,0,18,-73,,
41,2001,410614,614,Haiti,5,11/15/01,11/16/01,15,11,2001,16,11,2001,2,Convergence opposition alliance,41.04.316,1,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Cap-Haitien,Cap-Haitien,1,2,2,3,,,A two-day general strike was called to protest the lack of government services.,AP,0,,0,20,-72,,
41,2001,410615,615,Haiti,2,11/15/01,11/15/01,15,11,2001,15,11,2001,1,Pro-government demonstrators,41.15,0,Politicians,41.01,0,,,,Opposition supporters,41.04,0,,,,0,0,2,0,0,Cap-Haitien,Cap-Haitien,1,2,2,10,,,"A small group of pro-government demonstrators and politicians was chased away from the streets by rock and bottle-throwing opposition supporters, injuring seven people.",AP,0,,4,20,-72,,
41,2001,410616,616,Haiti,2,11/15/01,11/15/01,15,11,2001,15,11,2001,1,Slumdwellers,41.15,0,,,,,,,Government,41.01,0,,,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,"Slumdwellers blocked streets with flaming tire barricades to protest the lack of electricity, water and telephone service.",AP,0,,0,19,-72,,
41,2001,410617,617,Haiti,4,11/15/01,11/16/01,15,11,2001,16,11,2001,2,Inmates,41.11,0,,,,,,,Prison guards,41.03,0,,,,0,0,-99,5,2,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Inmates at the National Penitentiary broke down cell doors, set fire to the kitchen and threw bottles and stones at police after an inmate slapped a guard, and at least five inmates were killed.",Both,0,,0,19,-72,,
41,2001,410618,618,Haiti,2,11/29/01,11/29/01,29,11,2001,29,11,2001,1,Opposition supporters,41.04,0,,,,,,,Aristide,41.04.100,1,,,,1,0,-99,1,0,St. Marc,St. Marc,1,2,2,10,,,"An opposition protest was fired on by Aristide supporters, killing one person and injuring wounding another.",AP,0,Coded as an escalation to an etype 9 because protesters were fired on,9,19,-73,,
